iata1,lat1,long1
VIG,8.63330785,-71.64980901
PGH,29.03187546,79.47341481
LGI,23.17935445,-75.09035521
YDA,64.04146293,-139.1204736
CDB,55.19954161,-162.7192895
DCM,43.55569135,2.28414819
BHJ,23.28741405,69.67035903
IGR,-25.74155844,-54.465699
KDH,31.50681816,65.8473071
PHF,37.13072956,-76.49369746
YNP,55.91373184,-61.18430097
LNK,40.84572191,-96.76111534
KVC,55.05487012,-162.3129488
SDR,43.42901068,-3.82637509
ASO,10.04719249,34.5365546
BBY,5.84581741,20.64963711
HVD,48.01650112,91.64977081
SNC,-2.19998089,-80.98309778
HSH,35.96820091,-115.1188694
YIF,51.21652023,-58.66650113
GDV,47.13873184,-104.8066845
TMT,-1.91665393,-55.58319327
TGR,33.05821237,6.08468295
PJM,8.58328876,-83.33313597
PUP,11.18325056,-1.16665392
OZC,8.18050037,123.8410428
NOS,-13.31103895,48.31375095
CAW,-21.7499427,-41.2998472
ZTH,37.75072573,20.88409089
HHH,32.21653933,-80.68309777
DOL,49.36266232,0.164152
YWK,52.9498281,-66.8998281
BEW,-19.79438502,34.91184108
LPQ,19.89574101,102.1636364
HHA,28.23323146,113.1497326
SKZ,27.71991977,68.79344918
LIO,9.95580595,-83.0208747
AUG,44.31789532,-69.79646676
EDM,46.6998472,-1.38328876
HUL,46.13319327,-67.7998281
YIP,42.23319327,-83.53309777
SCC,70.1998281,-148.4663102
KGW,-9.04996179,146.8329832
LUK,39.03323146,-84.66646294
ZGU,-14.24994269,167.4995798
RVK,64.88313597,11.23326966
RDC,-8.03021389,-49.97985102
CUE,-2.86661572,-78.98313596
PMM,13.74992359,101.3497517
PFN,30.21239494,-85.68174177
DDC,37.76155461,-99.96474407
PEW,33.99986629,71.49980899
SRL,27.19990449,-112.2497326
TJM,57.18317416,65.48313596
SLU,14.01909854,-60.99258976
UNK,63.88453017,-160.7934683
SFM,43.43319327,-70.76648203
ZUH,22.24990449,113.4996944
AXD,40.85569135,25.9563025
GNV,29.68962948,-82.27563024
ZTB,50.71650112,-59.33319327
AGM,65.59978991,-37.68323146
MRX,30.53542779,49.16705499
BTK,56.36648203,101.8164247
NUS,-16.05825055,167.3995989
SCV,47.68928569,26.35599693
MQP,-25.39073719,31.09933153
UPG,-5.06665393,119.5497135
TRK,3.32715812,117.5649924
CHG,41.9998854,120.9996944
PNZ,-9.3932773,-40.49043161
AXT,39.61655843,140.3162911
CBR,-35.30878533,149.1945951
GIB,36.1498854,-5.3471734
KLG,61.53815889,-160.3240451
LPB,-16.50687546,-68.20118409
MWX,34.99125285,126.3824484
BWB,-20.78325055,115.4163484
ESC,45.72043543,-87.08645912
CUP,10.65882351,-63.26229945
AUX,-7.19994268,-48.1998472
KAN,12.04635216,8.52381588
LOV,26.8999045,-101.4163865
GDX,59.91652024,150.7163102
DNH,40.1998854,94.68305958
TKV,-17.28328876,-138.3330023
ITO,19.72351029,-155.0576585
KUV,35.98321237,126.7496562
LBF,41.12818945,-100.6964095
WVB,-22.97853322,14.51716957
ABI,32.40933917,-99.67946905
TUA,0.79996179,-77.71644383
YMX,45.66652023,-74.02981282
DVO,7.13164627,125.6491215
XSP,1.36661572,103.9663866
CLD,33.12822763,-117.2797173
IOS,-14.81384644,-39.02990832
LBP,3.19996179,115.3996753
YRT,62.74984719,-92.16640564
PES,61.68317416,34.33321236
DHN,31.31991977,-85.44809014
ROY,-45.66652023,-70.2497899
KUO,63.00538578,27.79824292
KOT,63.02956455,-163.5598739
STD,7.58330785,-72.06646294
RVD,-17.71661572,-50.93319326
YXJ,56.23315507,-120.7330405
SPI,39.84402214,-89.67862872
PKU,0.46661572,101.4497326
YNA,50.18319327,-61.79982811
TYZ,34.46653933,-110.0830405
CIN,42.06652023,-94.86640564
WUS,27.71659663,117.9663483
TGO,43.61653933,122.2497135
PWT,47.48485483,-122.7630252
SWF,41.50571045,-74.09702061
KSC,48.66652024,21.24992359
ZAH,29.46182198,60.90676088
GOJ,55.99984719,43.9998472
AHN,33.94824292,-83.32671886
KWT,60.80872802,-161.4370703
AAN,24.2499236,55.74986631
BFN,-29.0998854,26.29990449
HUS,66.04039342,-154.2629679
OBA,-20.99994269,138.9996371
FPO,26.55521389,-78.69980899
KEJ,55.33315507,86.08309777
MOD,37.62685254,-120.9549465
ORU,-17.96407561,-67.08065315
SLP,22.17713902,-100.9880443
JTR,36.39906415,25.47937355
ILM,34.266864,-77.903686
MLU,32.51098166,-92.03863635
ABT,20.28546599,41.63319327
PWK,41.98069135,-87.90865164
HGL,54.18512222,7.91579449
TCG,46.66650112,83.33313597
LST,-41.54570281,147.2096448
HNA,39.73321236,141.1163101
OAJ,34.83019479,-77.61147822
CFE,45.78569517,3.16747515
PUI,-5.83326966,142.832945
GNU,59.11231854,-161.5801375
PMR,-40.32209701,175.6162529
LBS,-16.46464858,179.340126
YSF,59.2498281,-105.8330787
HIN,35.0879679,128.077712
VSA,17.96659662,-92.93307867
ORN,35.62769287,-0.61054239
ISN,48.17595492,-103.635848
BEH,42.12765469,-86.42807485
UKK,50.03319326,82.4997708
TOD,2.74996179,104.1664056
EUG,44.12068372,-123.2172078
JIB,11.54661955,43.15874713
YKZ,43.86652023,-79.36644384
SZZ,53.58317416,14.89996179
SCZ,-11.61663481,166.8495607
OAX,16.9999045,-96.73309778
TTA,28.44992359,-11.08326965
ASB,37.98156988,58.36065697
YTF,48.53319327,-71.66648203
YHG,52.76653932,-56.0998281
GET,-28.79157753,114.6996944
SBH,17.8999045,-62.8498281
SFZ,41.91652024,-71.56644384
AES,62.56231855,6.10525209
OKJ,34.5865737,133.9357907
ITH,42.49016424,-76.45783039
NYO,58.749809,16.9999045
TZN,24.16489686,-77.58506493
TUB,-23.3499236,-149.466291
LZO,28.88325055,105.3497326
THZ,14.87268907,5.26386553
RVE,6.91661572,-71.89978991
BPF,-8.54994268,158.116272
RDM,44.25429717,-121.1510695
MMB,43.89986629,144.1668449
AMA,35.22713902,-101.7216577
YVQ,65.28317416,-126.7996753
CBT,-12.48328875,13.48326966
AUM,43.66655843,-92.98309777
BDQ,22.32908708,73.22062642
AAY,16.19994268,52.18315507
MBF,-36.7498854,146.749618
HTI,-20.34992359,148.9662719
KZR,39.12014896,30.11682582
PAY,5.99300992,117.3941367
MEA,-22.34994269,-41.79986631
PLM,-2.8999618,104.6991979
TIL,51.06124904,-113.634683
PQS,61.93453015,-162.8901451
ZMD,-9.08330785,-68.74978991
YWP,52.95956835,-87.36864017
BOY,11.16354087,-4.32438883
GAL,64.73622994,-156.9312834
YGW,55.27901068,-77.76646293
MQF,53.4498472,59.06648203
MSV,41.70126049,-74.79482428
YXK,48.43321236,-68.54982811
MIG,31.43101602,104.7377578
WAQ,-18.69992359,44.61652024
CDL,65.90786859,-161.9379488
IAN,66.97534375,-160.4301566
FCN,53.76760885,8.65857524
TER,38.75655079,-27.09407944
SPN,15.12272727,145.7113063
MST,50.91096256,5.7735676
BFF,41.87515278,-103.6008403
FCA,48.31266232,-114.2508403
YRS,54.16650113,-93.58309778
EMK,62.77677615,-164.5204354
AKU,41.16652023,80.33313596
WDH,-22.48326966,17.46657752
SIA,34.24990449,108.8663675
ZKE,52.33315507,-81.33311687
OXC,41.47906798,-73.13617263
MLW,6.2894003,-10.75828876
EME,53.36653933,7.19994268
FTW,32.7499045,-97.33309777
PAC,8.98326966,-79.21644384
SEZ,-4.6721734,55.52234528
SID,16.74493887,-22.95160426
MPR,38.36653932,-97.68305957
RCE,48.58321237,-123.1663292
NUQ,37.38323147,-122.0830405
ETZ,48.97820854,6.24660044
LTH,36.63323146,-116.3830405
YXT,54.46541251,-128.5741215
SFA,34.71657753,10.68328875
ANV,62.64757447,-160.1884836
YTY,32.39713521,119.4355806
EUN,27.13326966,-13.21661572
CFN,55.04398394,-8.34104277
GGT,23.46795262,-75.78231472
TBR,32.49018333,-81.73533231
WAA,65.61703589,-168.0904125
RVV,-25.88325057,-147.649618
VME,-33.63323146,-65.41650113
MRT,-14.48325055,133.4163484
ONX,9.34996179,-79.899809
NUI,70.20951107,-151.0051948
MDL,21.93907563,96.09115735
YDT,49.18321236,-123.1830023
BSZ,58.23346064,-157.3498854
PGK,-2.16050419,106.1408136
MOQ,-20.28351794,44.31818181
DIE,-12.34606568,49.29236056
RVN,66.5628724,25.82658516
BBR,16.01631014,-61.7392666
LBD,40.21655842,69.69980899
KOI,58.95842245,-2.96665392
YPL,51.20821236,-90.20809778
ANX,69.29283803,16.14161572
LYP,31.36907944,72.99786096
PBM,5.45133688,-55.19094728
UTI,60.89621848,26.93794879
AMF,-4.16665393,141.6662911
KBR,6.16524062,102.2933537
JCH,68.83315507,-50.99982811
LCH,30.13103512,-93.22528647
MTN,39.32154315,-76.41147821
TGD,42.35821236,19.25185255
SBY,38.33846447,-75.50981665
VKS,32.3499236,-90.8497517
SDM,32.5721161,-116.9797173
IXC,30.67184872,76.79037432
BKR,12.41659663,17.23326966
YSL,47.18319327,-67.89980899
BJT,6.48328876,79.98311687
VNC,27.06657753,-82.43313597
VNA,15.69270434,106.4258594
SWJ,-16.24996179,167.1662338
CHT,-43.7998854,-176.3495798
HOM,59.64511077,-151.4759931
YQK,49.78733765,-94.35807867
AKI,60.90538577,-161.2228992
PMG,-22.54990449,-55.6998472
DIR,9.6221734,41.85068754
MFR,42.3735103,-122.8718869
KUK,60.999809,-162.7162529
OLY,38.71655843,-88.08311687
ACV,40.97904888,-124.107181
KSH,34.3498854,47.1498472
ROG,36.3721352,-94.10643621
YFC,45.86653933,-66.53313597
YPR,54.28705118,-130.4405271
MCD,45.86653933,-84.63311686
MOE,23.0999427,96.64973262
EMI,-1.64994269,149.9829259
JOI,-26.23326966,-48.78317417
YAG,48.65265469,-93.44696331
HTA,52.03315506,113.2997326
NQT,52.96650112,-1.16665392
JIQ,29.51464858,108.8313598
INH,-23.87435063,35.40819326
VAS,39.81377005,36.90406798
TKY,-17.06659662,128.2496562
BHY,21.48323146,109.0830596
PUB,38.29268525,-104.4958556
YFX,52.36650113,-55.68317416
KTT,67.66650113,24.8998854
TMR,22.81466768,5.4591291
AKX,50.2498281,57.21652024
TAL,65.17482811,-152.1076776
LMT,42.1498854,-121.7163484
CRD,-45.78707026,-67.46258593
SXO,-11.59996179,-50.64986629
BWE,52.31900304,10.55603512
WIC,58.45679908,-3.086631
LUR,68.87566843,-166.1065508
YKA,50.69902597,-120.4380252
ELZ,42.11653933,-77.94980901
STW,45.33317416,42.00819327
TAN,-27.08325055,153.2496371
WBG,54.45928188,9.51634834
MYU,60.37259356,-166.2676662
AZO,42.23628723,-85.55339953
MVR,10.45215811,14.2563025
ARB,42.29988539,-83.7497899
KGX,62.89509166,-160.0620894
HLC,39.36652023,-99.8497517
TAP,14.90964476,-92.25280747
KNW,59.45208174,-157.3293163
JNN,60.13401451,-45.23347974
SXE,-38.16652023,146.9996562
ALF,69.97591672,23.38046217
YNO,52.4998281,-92.41644384
BEB,57.48208554,-7.36466767
YRB,74.71644384,-94.96644384
SVD,13.13325055,-61.1998281
OYE,1.56663482,11.58328875
VII,18.69992359,105.6330596
BNC,0.56665393,29.46657753
CBQ,4.96357905,8.34270435
DEF,32.43323147,48.38319327
KZO,44.83321236,65.83315507
KMJ,32.83183728,130.852139
NAR,6.19996179,-74.58311687
WEF,36.7498854,119.2163675
SSR,-15.4999618,168.2995989
HFD,41.73294499,-72.6497899
RFP,-16.71657753,-151.4663101
LIB,-17.19992359,129.7996753
ABX,-36.06823909,146.9762796
TKQ,-4.88496943,29.66991978
BPE,23.9999427,95.9997708
SYY,58.21592817,-6.32910618
CZU,9.33747134,-75.28258211
CXN,11.49992359,49.91653933
TUG,17.64104277,121.7313598
CIH,36.18323146,113.1330596
CVM,23.71380823,-98.96499235
CXI,1.96661572,-157.4495798
APO,7.03326965,-77.199809
TRC,25.5682391,-103.4105615
TQL,64.91648203,77.78313597
ISL,63.4998472,-145.0329832
OSB,38.63319327,-95.83309778
JIJ,9.36663481,42.76655843
SRJ,-14.81659662,-66.83313596
BCY,6.21663481,36.66657753
ZYI,27.66657753,106.8330596
ZVK,16.55357142,104.7622231
BCA,20.34992359,-74.499809
ASJ,28.416864,129.6971734
LEA,-22.23489304,114.0813598
TET,-16.10328493,33.63878914
AXA,18.21657753,-63.06646294
KYA,37.97904888,32.56208937
GTC,26.2498854,-77.36648203
CCN,34.53323146,65.26650114
LGH,-30.46655844,138.4163101
ERI,42.07987011,-80.17838044
TGG,5.38109242,103.1094729
AMX,-21.73991596,135.2396677
QOW,5.40578685,7.2010886
PZH,31.33321236,69.4997899
ULZ,47.7498472,96.84975171
LAB,-5.63330786,148.0662719
YKF,43.44986629,-80.48313597
LRA,39.65013367,22.46545071
AVU,-9.83330785,160.382945
WYS,44.6865355,-111.10445
UKX,56.84982811,105.7330405
ULK,60.71648203,114.8163483
VIH,38.13323146,-91.76642474
TEH,63.13315507,-142.5163292
RSE,-33.79990449,151.2162719
GWL,26.29377387,78.22981283
CHR,46.81650114,1.69996179
REX,26.01239495,-98.22971732
IXW,22.81294881,86.16864016
TBJ,36.97820854,8.87635598
ABC,38.9484912,-1.86359815
ABD,30.36657753,48.23319326
PIX,38.46652023,-28.2999236
PEX,65.11650112,57.13315507
FNJ,39.19990449,125.6663674
ARM,-30.52820854,151.6229564
AHM,42.19016423,-122.6602368
KKA,64.93928571,-161.149618
RPR,21.16661572,82.00811687
RKZ,29.35187164,89.30975934
HVG,70.98311687,25.83323146
HKN,-5.47522918,150.4163102
ATQ,31.70683728,74.79700151
HYA,41.66567989,-70.28038578
CAT,24.31489685,-75.45338044
YGO,54.5498663,-94.48309778
HDD,25.3221543,68.36367456
TEG,11.8999618,-0.31661573
BPS,-16.53328875,-39.08319327
KUW,67.96650114,-161.9829259
CZL,36.27685254,6.62996561
LMC,3.31661572,-73.89980901
YMN,55.16648204,-59.16652023
SBR,-9.38330785,142.6329832
HUE,14.24994269,36.58321236
KEK,59.3551375,-157.4770817
SDH,14.77717722,-88.776165
PRR,5.79998089,-61.0498281
FNL,40.58319326,-105.0830787
NST,8.46663481,99.94973261
AHX,24.71105327,46.72822401
YUD,56.5498281,-76.5497899
SHR,44.77402596,-106.9769289
WSN,58.71846828,-156.9337471
APK,-15.41659663,-146.0829832
PLY,41.36516424,-86.30145147
SMI,37.68987776,26.9115928
UUD,51.83319326,107.4996944
TUC,-26.83326965,-65.19980899
DJG,24.46518333,9.48884643
OKR,-9.76661573,143.4662911
GLO,51.88315507,-2.23332696
BEC,37.68323146,-97.33309777
MQX,13.4682582,39.52626049
MRE,-1.18332696,35.08321237
YKL,54.78317416,-64.81650114
ONP,44.63319326,-124.0496562
PDP,-34.91436209,-54.91902214
OAG,-33.37906798,149.1229755
TYM,24.14994269,-76.43313597
SUR,52.71514513,-88.5472689
FRD,48.52626049,-123.0235485
CYI,23.46657753,120.3830214
KGD,54.71648204,20.49992359
CHU,61.83317417,-158.9995989
QRO,20.5999045,-100.3830596
KFP,54.84900686,-163.408728
SKC,-8.08326966,141.799618
UEL,-17.84713521,36.86545071
MUN,9.7457601,-63.15401068
BJM,-3.38330786,29.36659663
WSY,-20.50267379,148.7523873
FEN,-3.84998088,-32.41655843
PTU,59.01124903,-161.8165393
COD,44.5156799,-109.0271963
ADA,36.98347975,35.28071046
BAZ,-0.9669213,-62.93342244
NHA,12.22769287,109.1935829
SJN,34.4998854,-109.3497135
HBE,30.8998854,29.68321237
YCR,54.63317417,-97.7997708
DLD,60.46650113,8.48330785
FLW,39.46655844,-31.14992359
ZOS,-40.6076585,-73.05532848
XGN,-16.74992359,14.9721543
NUK,-19.18326965,-138.6996371
AAC,31.13325055,33.74988539
IZO,35.40933918,132.8891138
KVG,-2.57773107,150.8152024
BIR,26.43460655,87.28309778
KTA,-20.70991213,116.7663484
LNS,40.1209893,-76.29952253
JEG,68.6998281,-52.7498663
SKH,28.33321237,82.50813597
CAQ,7.59998089,-75.24980901
NQN,-38.94986629,-68.15202444
DAT,40.06014132,113.4819328
MLY,64.99646676,-150.6426852
ASK,6.81663483,-5.28328875
TLU,9.51663483,-75.58315507
SMQ,-3.08330785,113.0496944
BHG,15.73464475,-84.54310542
JMK,37.43491213,25.34799465
PUQ,-53.12624139,-70.87729181
MPN,-51.81652024,-58.44980899
SNT,7.66661572,-72.99980901
OTT,-9.89936973,-58.58176087
NNY,32.9998854,112.5330596
MMO,15.2499236,-23.16657753
MSZ,-15.20855614,12.16077157
AZN,40.73319327,72.2998281
APL,-15.10158517,39.28710846
RRS,62.57899159,11.34551183
SDP,55.31648203,-160.5134645
LGB,33.81737967,-118.150783
GOQ,35.99988539,94.99973261
CQF,50.96069517,1.95137508
HEM,60.24980899,25.0498854
SCU,19.96907943,-75.83559967
AXN,45.86711229,-95.39392665
PMB,48.99986631,-98.08309778
MFU,-13.26663482,31.93321237
PWN,22.83323146,-74.34980901
ARI,-18.3499045,-70.34982811
IXP,32.21653933,75.63311686
RIB,-11.00689457,-66.09287622
RNM,21.37689075,57.05317035
FAE,62.06648203,-7.26663483
XPP,52.9998472,-97.29975171
MCX,42.99986629,47.49986629
SPA,34.9498854,-81.91644384
SNB,-11.41661572,130.6663293
IPA,-18.74994269,169.1829259
ZKP,-12.56659662,27.88321237
MYI,-9.90830786,144.049618
FUO,23.13323146,113.2830596
MMI,35.4499045,-84.5997708
BDP,26.53326966,88.08311687
ELB,9.04881587,-73.97394957
MZL,5.09025972,-75.68090145
LYB,19.66661573,-80.08309778
VPS,30.4893621,-86.52696714
JAB,-12.65964476,132.8915775
OOK,60.53176087,-165.107945
MPP,8.99994268,-77.86644384
OZG,30.26378914,-5.85303665
BNQ,13.2499618,121.0497135
HNN,-6.13326965,142.232945
WGA,-35.16657753,147.4640947
GRP,-11.66659662,-49.21650113
GLW,36.9998663,-85.91642474
SFT,64.6248472,21.07826584
ZIH,17.64327729,-101.5549847
ZSJ,53.03319327,-93.23307867
LWT,47.05095492,-109.4708365
DIG,27.78964857,99.677521
TEP,-5.84994268,146.4996371
CGP,22.25741022,91.82532466
MCZ,-9.51520244,-35.79574102
HDS,-24.34990449,30.9499045
SZA,-6.03328876,12.41659663
BTL,42.3090527,-85.24755538
PSR,46.43708936,14.18714667
OTU,6.99998088,-74.71644384
SMO,34.01653933,-118.4997135
MUR,4.18326966,114.3163866
AYQ,-25.33326966,131.0496371
PLQ,55.94982811,21.08325056
PWI,11.33325055,36.41653933
HZG,32.98321236,107.1830787
CLP,58.84291443,-158.5426661
ZLT,50.99982811,-58.9998472
RAM,-11.99994269,134.8163101
BEU,-24.22992742,139.4446524
HBX,15.33328876,75.23313597
SLO,38.63319327,-88.94977081
NCY,45.93042397,6.10078303
ATW,44.25876622,-88.52085559
RLK,40.9262796,107.7386172
LIV,65.51648204,-148.666272
RIG,-32.08321236,-52.16653933
VDH,17.51522153,106.5905271
KAX,-27.86659662,114.1330405
SRV,61.79094727,-156.5857334
DTI,-18.23325057,-43.65097401
GRJ,-33.96737966,22.4210466
LVL,36.7498854,-77.83309778
MIS,-10.4999427,152.841291
KEH,47.75483192,-122.2577349
HPH,20.81659663,106.5664056
BXX,9.96663483,43.11652023
TEW,27.82551565,52.35349501
YPY,58.76235675,-111.12055
DRT,29.33325055,-100.9780749
GOL,42.41653932,-124.4163484
CAU,-8.2499427,-35.91657752
WUD,-33.01655842,135.6190794
TIM,-4.53328876,136.9163102
XYA,-9.11659663,159.2162911
VRO,23.13323146,-81.29977081
BND,27.21657753,56.36648203
AST,46.15960656,-123.87966
LSS,15.8668831,-61.57648967
IXZ,11.64826202,92.7433728
IXJ,32.69014513,74.83871275
ABU,-9.13326966,124.8830214
ALL,44.04568372,8.12549655
MAE,36.94990449,-120.0663483
CTC,-28.44826201,-65.77952634
ERH,31.94988539,-4.39996179
SXS,5.08968676,119.0913483
MJK,-25.89631398,113.5769289
AKB,52.21707409,-174.2004202
DEC,39.8340527,-88.86835369
IGA,20.98326965,-73.66644383
ALX,32.93325055,-85.9497708
YIW,29.26655843,120.0496753
KGF,49.83317416,73.16648204
MEC,-0.94996179,-80.68309777
SAG,69.36646294,-148.699618
SHB,43.56652023,144.966291
KRF,63.04927424,17.77270816
HLM,42.78323147,-86.11644384
OGL,6.79996179,-58.10540488
CKO,-23.11655842,-50.66653933
NAD,2.56661573,-67.58313597
SHP,39.93323146,119.4996944
MDD,31.99990449,-102.0497326
DLB,-4.99996179,142.082945
DAX,31.29992359,107.4996944
BEM,5.26718869,17.63915202
SXY,42.31655843,-75.399809
DOY,37.51822,118.7874522
JHS,66.93678379,-53.70401068
AKF,24.1999045,23.33325056
RNR,-10.13330786,147.7495989
LWS,46.37457982,-117.014152
KTP,17.98745223,-76.82314743
IIA,53.0918067,-9.56997707
SWO,36.15876622,-97.0852941
KCH,1.4841291,110.3405271
ROK,-23.37713902,150.4746371
AJY,16.96409472,7.99302902
BVE,45.04096638,1.48189456
CUF,44.54736438,7.62301373
REA,-18.49990449,-136.3996753
PGF,42.7407181,2.87165773
PQI,46.68483574,-68.047288
PNO,16.34243697,-98.06917492
SBK,48.51291061,-2.80886171
YIO,72.68313596,-77.9997708
ULG,48.96652023,89.96642474
GJL,36.7999045,5.88328876
FLA,1.58886554,-75.55868983
UVE,-20.49992359,166.666272
YQL,49.63177998,-112.7913483
CNG,45.68319327,-0.33328875
BDB,-24.90572955,152.3204736
PPB,-22.09990449,-51.44982811
ILB,-20.33325055,-51.33317416
BZB,-21.53462565,35.49155842
NVK,68.424809,17.42492359
YBI,53.4498472,-55.73319327
SRG,-6.97580213,110.3797173
AKC,41.03989686,-81.46753245
YCF,50.06653932,-124.9330405
BSX,16.7999427,94.78309777
IMF,24.76655843,93.89977081
RDD,40.50819327,-122.2918831
ETR,-3.45217723,-79.96145911
UPB,23.0326776,-82.57923986
PGV,35.63319326,-77.38504583
LRD,27.5446524,-99.46082887
GJA,16.44493887,-85.90559587
TNS,61.9998472,-127.6663292
LGL,4.18326966,114.2496944
TTR,-3.41665392,119.9163484
CQD,32.297097,50.84209319
RTE,55.6998472,-131.6330214
HUN,24.0221161,121.6121849
BAY,47.64986631,23.46657753
NQU,5.69994269,-77.28311687
IXU,19.86354086,75.40089762
YLE,63.14982811,-117.2663675
MLN,35.27990832,-2.95553856
ERZ,39.95540488,41.1735103
PXO,33.06686401,-16.34547364
SLW,25.5499045,-100.9164247
EDL,0.51663483,35.28323146
KOK,63.71648204,23.14990449
DSV,42.56653933,-77.69977081
BGF,4.39606569,18.52018714
CAM,-20.01101985,-63.56092435
YOC,67.58313597,-139.8330023
GOH,64.18177997,-51.72484719
OSS,40.61653932,72.81646293
JOT,41.53321236,-88.08311687
JCB,-27.16655842,-51.51652023
DJN,64.03315507,-145.682945
MMH,37.63097784,-118.8511077
PIB,31.46739876,-89.33640183
GAM,63.76650112,-171.7370512
LRM,18.41659662,-68.8997899
SJK,-23.18325057,-46.11652023
JDZ,29.26655843,117.1830023
ARL,11.59996179,1.48332695
LDX,5.48330785,-54.0498472
PSK,37.13708937,-80.67839952
PMW,-10.20492741,-48.34514896
SUL,28.64879677,69.172288
TSB,-19.26657752,17.73328876
GPA,38.15099312,21.42547745
SGE,50.8498281,7.99996179
PSF,42.42656606,-73.29144384
HDG,36.52574482,114.4246753
CRU,12.47492359,-61.47203972
KMI,31.87436974,131.4435447
BQT,52.11652023,23.88323147
MCK,40.20601602,-100.589725
PKZ,15.13160809,105.7836325
REY,-14.31657752,-67.26646294
GGG,32.38653551,-94.71503055
CFB,-22.92490449,-42.07849502
RKA,-15.48328876,-145.4663102
MFF,-1.53689839,13.27076011
YIE,47.30987394,119.9105042
INE,-18.61661572,36.39986631
URJ,60.11648204,64.83317416
VXE,16.84990449,-24.96657753
GRX,37.18848357,-3.77715812
RNI,12.14994268,-83.06642475
GVE,38.13323146,-78.19978991
KRS,58.20286476,8.08412909
MBS,43.53323146,-84.08313597
BRT,-11.76663483,130.6329832
ISA,-20.65576775,139.4788006
RMQ,24.26493506,120.6205118
ZPB,53.89039342,-92.19505347
PHZ,8.16663483,98.28305958
BSU,1.22165775,19.78882734
HKK,-42.71596637,170.986249
MLB,28.10242549,-80.630042
WAY,39.7498854,-77.58311688
HOG,20.7851986,-76.31482046
GDJ,-6.76661572,23.96659663
WWA,61.58313597,-149.432945
OUZ,22.73325057,-12.3499618
SZD,53.39375476,-1.38970587
RAP,44.04322,-103.0569328
PLZ,-33.98600075,25.61378914
IJX,39.77406415,-90.23697478
TUI,31.69491978,38.63153169
TTE,0.79996179,127.3996753
DEM,8.57108478,34.88325057
YPX,60.03317417,-77.16646294
YDC,53.1998663,-114.9663484
CIX,-6.78970587,-79.83202825
SUT,-7.96661573,31.61653932
KOE,-10.17381587,123.6580405
MCH,-3.26665393,-79.98311687
PEE,57.99980899,56.2498281
CFO,-10.63326965,-51.56653933
PCL,-8.33330786,-74.63313597
VBY,57.66291061,18.34938883
KPC,65.25423986,-166.8554049
SUV,-18.03328876,178.5495607
JPR,-8.04998089,-62.86650112
YMT,49.91653933,-74.36648203
DUD,-45.92486629,170.1995798
SHX,62.69564552,-159.5662529
HKB,63.86648203,-148.9662719
CVT,52.36902214,-1.47857142
CRR,-29.91657753,-61.83317417
VUP,10.43663101,-73.25259739
URS,51.7498281,36.26653933
NVY,11.59996179,79.43313596
CSS,-18.98325055,-51.98319327
LYG,34.66655843,119.1830214
NWI,52.68317416,1.28330785
CJS,31.63710846,-106.4283231
KRU,-8.2999618,147.0829641
YNY,38.06653933,128.5996753
ADZ,12.58326966,-81.69975171
BTH,1.06661572,104.1330596
SHV,32.44686782,-93.7497708
HON,44.38349884,-98.22610771
NSH,36.66657753,51.49984719
ORO,15.12519098,-87.13367073
LER,-27.83325056,120.6163293
SKK,64.32398776,-161.1385027
SEP,32.21653933,-98.19975171
JGO,69.24980899,-53.56650114
BDR,41.16405652,-73.12425514
STJ,39.9604469,-94.9247326
KAO,65.99008783,29.23378533
THQ,34.55958745,105.8597212
AXU,14.12079831,38.71655843
YIN,43.91653933,81.23313596
EBA,42.76151641,10.23964857
HBG,31.31653933,-89.26644384
MHH,26.51103894,-77.08453016
WLM,42.38514131,-71.2512032
STY,-31.4365737,-57.98817799
MDQ,-37.93458745,-57.57203971
MZR,36.70404888,67.20813597
DIN,21.38325057,102.9997517
MET,-12.7499427,142.7663102
JOE,62.66229946,29.60878532
ROP,14.1682964,145.2491024
SJY,62.69341098,22.83185637
NNT,18.7999045,100.7830405
MFQ,13.50246369,7.12522917
HAS,27.54992359,41.38321237
YQN,50.16652023,-86.69977081
KGP,62.19568371,74.53338426
LYI,35.06653933,118.3663866
VCC,4.01671121,9.1999618
LGN,-5.68326965,149.4162719
BIG,64.06758975,-145.7323911
LYT,-24.11659663,152.6995989
LUT,-15.43326966,144.8162911
KHG,39.48323146,76.03315507
LRT,47.76096256,-3.43911382
LLI,12.01661573,39.06652023
TRW,1.35830786,172.9412338
CEZ,37.30267378,-108.6269289
KUT,42.24986631,42.69986631
OZH,47.86736058,35.3157181
PHD,40.49988539,-81.4497708
KTK,-5.33886553,154.7496371
CZS,-7.58330785,-72.78311687
ASN,33.43321236,-86.0997708
TWF,42.48179908,-114.4863827
YTL,53.74984719,-89.9997708
GLY,-20.08326965,119.6663675
NOZ,53.74984719,87.16644383
JKH,38.34293353,26.14045071
TLX,-35.46657752,-71.66648203
KHR,46.78321237,102.8497517
TTN,40.27792206,-74.81229946
SUJ,47.69988539,22.88325056
HPB,61.52480901,-166.1448816
RXS,11.59996179,122.7508212
COL,56.61652023,-6.61661573
TIV,42.40347593,18.72547745
PVY,59.31652023,-154.9162529
TRG,-37.67074101,176.1940221
MSA,53.81653933,-91.98311688
LZH,24.36657753,109.5330596
HAA,70.46648204,22.14992359
KIT,36.27404506,23.016864
